SIZE ,SHAPE ,STOCK ,COLORSPEC ,COATING ,PRODUCT STYLE ,SPOT UV SIDES ,LAMINATION ,FOIL COLOR ,,DRILL HOLE ,RunSize,UnitPrice,TotalPrice
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Copper Foil,,"Standard Drill Hole 1/8""",2500,0.1677,419.20
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Copper Foil,,"Standard Drill Hole 1/8""",5000,0.1601,800.27
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Copper Foil,,No Drill Hole,500,0.3049,152.43
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Copper Foil,,No Drill Hole,1000,0.1762,176.25
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Copper Foil,,No Drill Hole,2500,0.1677,419.20
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Copper Foil,,No Drill Hole,5000,0.1601,800.27
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",500,0.3049,152.43
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",1000,0.1762,176.25
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",2500,0.1677,419.20
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",5000,0.1601,800.27
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Rose Gold Foil,,No Drill Hole,500,0.3049,152.43
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Rose Gold Foil,,No Drill Hole,1000,0.1762,176.25
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Rose Gold Foil,,No Drill Hole,2500,0.1677,419.20
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Rose Gold Foil,,No Drill Hole,5000,0.1601,800.27
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Silver Foil,,"Standard Drill Hole 1/8""",500,0.3049,152.43
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Silver Foil,,"Standard Drill Hole 1/8""",1000,0.1762,176.25
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Silver Foil,,"Standard Drill Hole 1/8""",2500,0.1677,419.20
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Silver Foil,,"Standard Drill Hole 1/8""",5000,0.1601,800.27
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Silver Foil,,No Drill Hole,500,0.3049,152.43
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Silver Foil,,No Drill Hole,1000,0.1762,176.25
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Silver Foil,,No Drill Hole,2500,0.1677,419.20
"2"" x 6""",Rectangle,16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Regular Hang Tags,,Silk,Silver Foil,,No Drill Hole,5000,0.1601,800.27
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Red Foil,,"Standard Drill Hole 1/8""",500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Red Foil,,"Standard Drill Hole 1/8""",1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Red Foil,,"Standard Drill Hole 1/8""",2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Red Foil,,"Standard Drill Hole 1/8""",5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Red Foil,,No Drill Hole,500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Red Foil,,No Drill Hole,1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Red Foil,,No Drill Hole,2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Red Foil,,No Drill Hole,5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Black Foil,,"Standard Drill Hole 1/8""",500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Black Foil,,"Standard Drill Hole 1/8""",1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Black Foil,,"Standard Drill Hole 1/8""",2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Black Foil,,"Standard Drill Hole 1/8""",5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Black Foil,,No Drill Hole,500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Black Foil,,No Drill Hole,1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Black Foil,,No Drill Hole,2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Black Foil,,No Drill Hole,5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Blue Foil,,"Standard Drill Hole 1/8""",500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Blue Foil,,"Standard Drill Hole 1/8""",1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Blue Foil,,"Standard Drill Hole 1/8""",2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Blue Foil,,"Standard Drill Hole 1/8""",5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Blue Foil,,No Drill Hole,500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Blue Foil,,No Drill Hole,1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Blue Foil,,No Drill Hole,2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Blue Foil,,No Drill Hole,5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Gold Foil,,"Standard Drill Hole 1/8""",500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Gold Foil,,"Standard Drill Hole 1/8""",1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Gold Foil,,"Standard Drill Hole 1/8""",2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Gold Foil,,"Standard Drill Hole 1/8""",5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Gold Foil,,No Drill Hole,500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Gold Foil,,No Drill Hole,1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Gold Foil,,No Drill Hole,2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Gold Foil,,No Drill Hole,5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Copper Foil,,"Standard Drill Hole 1/8""",500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Copper Foil,,"Standard Drill Hole 1/8""",1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Copper Foil,,"Standard Drill Hole 1/8""",2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Copper Foil,,"Standard Drill Hole 1/8""",5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Copper Foil,,No Drill Hole,500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Copper Foil,,No Drill Hole,1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Copper Foil,,No Drill Hole,2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Copper Foil,,No Drill Hole,5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Rose Gold Foil,,No Drill Hole,500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Rose Gold Foil,,No Drill Hole,1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Rose Gold Foil,,No Drill Hole,2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Rose Gold Foil,,No Drill Hole,5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Silver Foil,,"Standard Drill Hole 1/8""",500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Silver Foil,,"Standard Drill Hole 1/8""",1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Silver Foil,,"Standard Drill Hole 1/8""",2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Silver Foil,,"Standard Drill Hole 1/8""",5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Silver Foil,,No Drill Hole,500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Silver Foil,,No Drill Hole,1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Silver Foil,,No Drill Hole,2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Both Sides,Silk,Silver Foil,,No Drill Hole,5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Red Foil,,"Standard Drill Hole 1/8""",500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Red Foil,,"Standard Drill Hole 1/8""",1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Red Foil,,"Standard Drill Hole 1/8""",2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Red Foil,,"Standard Drill Hole 1/8""",5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Red Foil,,No Drill Hole,500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Red Foil,,No Drill Hole,1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Red Foil,,No Drill Hole,2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Red Foil,,No Drill Hole,5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Black Foil,,"Standard Drill Hole 1/8""",500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Black Foil,,"Standard Drill Hole 1/8""",1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Black Foil,,"Standard Drill Hole 1/8""",2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Black Foil,,"Standard Drill Hole 1/8""",5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Black Foil,,No Drill Hole,500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Black Foil,,No Drill Hole,1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Black Foil,,No Drill Hole,2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Black Foil,,No Drill Hole,5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Blue Foil,,"Standard Drill Hole 1/8""",500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Blue Foil,,"Standard Drill Hole 1/8""",1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Blue Foil,,"Standard Drill Hole 1/8""",2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Blue Foil,,"Standard Drill Hole 1/8""",5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Blue Foil,,No Drill Hole,500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Blue Foil,,No Drill Hole,1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Blue Foil,,No Drill Hole,2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Blue Foil,,No Drill Hole,5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,"Standard Drill Hole 1/8""",500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,"Standard Drill Hole 1/8""",1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,"Standard Drill Hole 1/8""",2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,"Standard Drill Hole 1/8""",5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,No Drill Hole,500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,No Drill Hole,1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,No Drill Hole,2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Gold Foil,,No Drill Hole,5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,"Standard Drill Hole 1/8""",500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,"Standard Drill Hole 1/8""",1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,"Standard Drill Hole 1/8""",2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,"Standard Drill Hole 1/8""",5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,No Drill Hole,500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,No Drill Hole,1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,No Drill Hole,2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Copper Foil,,No Drill Hole,5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,"Standard Drill Hole 1/8""",5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,No Drill Hole,500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,No Drill Hole,1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,No Drill Hole,2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Rose Gold Foil,,No Drill Hole,5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,"Standard Drill Hole 1/8""",500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,"Standard Drill Hole 1/8""",1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,"Standard Drill Hole 1/8""",2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,"Standard Drill Hole 1/8""",5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,No Drill Hole,500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,No Drill Hole,1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,No Drill Hole,2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Back,Silk,Silver Foil,,No Drill Hole,5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,"Standard Drill Hole 1/8""",500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,"Standard Drill Hole 1/8""",1000,0.2175,217.55
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,"Standard Drill Hole 1/8""",2500,0.2134,533.53
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,"Standard Drill Hole 1/8""",5000,0.1874,936.84
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,No Drill Hole,500,0.3874,193.72
"2"" x 6""",Rectangle,16PT C2S,5/1 (4/1 with Foil on Front),Spot UV,Regular Hang Tags,Spot UV Front,Silk,Red Foil,,No Drill Hole,1000,0.2175,217.55
